TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
IS:Chicana Feminism & Conserv.,LAS,360,LAS_360,LAS_360_A,LAS_360_A_winter_2016-17,1,Carolina Gonzalez Valencia,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Senior Thesis,LAS,458,LAS_458,LAS_458_BF,LAS_458_BF_winter_2016-17,2,Baltasar Fra-Molinero,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Elementary Latin,LATN,102,LATN_102,LATN_102_A,LATN_102_A_winter_2016-17,6,Henry Walker,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Introduction to Latin Poetry,LATN,202,LATN_202,LATN_202_A,LATN_202_A_winter_2016-17,5,Lisa Maurizio,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Poetry of the Empire: Advanced,LATN,302,LATN_302,LATN_302_A,LATN_302_A_winter_2016-17,7,Lisa Maurizio,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Sports in Latin America,LSSO,226,LSSO_226,LSSO_226_A,LSSO_226_A_winter_2016-17,69,Baltasar Fra-Molinero,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Working with Data,MATH,101,MATH_101,MATH_101_A,MATH_101_A_winter_2016-17,39,Scott Balcomb,0,winter,2016-17,0,0,1,0,0,0,0,1,0
Calculus I,MATH,105,MATH_105,MATH_105_B,MATH_105_B_winter_2016-17,12,Meredith Greer,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Calculus I,MATH,105,MATH_105,MATH_105_A,MATH_105_A_winter_2016-17,23,Meredith Greer,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_A,MATH_106_A_winter_2016-17,31,Scott Balcomb,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Calculus II,MATH,106,MATH_106,MATH_106_B,MATH_106_B_winter_2016-17,32,Scott Balcomb,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_B,MATH_205_B_winter_2016-17,23,David Haines,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Linear Algebra,MATH,205,MATH_205,MATH_205_A,MATH_205_A_winter_2016-17,25,Katy Ott,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Multivariable Calculus,MATH,206,MATH_206,MATH_206_B,MATH_206_B_winter_2016-17,18,Martin Montgomery,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Multivariable Calculus,MATH,206,MATH_206,MATH_206_A,MATH_206_A_winter_2016-17,28,Martin Montgomery,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Statistics,MATH,215,MATH_215,MATH_215_A,MATH_215_A_winter_2016-17,24,Grace Coulombe,0,winter,2016-17,0,0,1,0,0,0,0,0,1
Differential Equations,MATH,219,MATH_219,MATH_219_A,MATH_219_A_winter_2016-17,33,Chip Ross,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Number Theory,MATH,225,MATH_225,MATH_225_A,MATH_225_A_winter_2016-17,18,Martin Montgomery,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Abstract Algebra I,MATH,309,MATH_309,MATH_309_A,MATH_309_A_winter_2016-17,29,Pallavi Jayawant,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Numerical Analysis,MATH,355A,MATH_355A,MATH_355A_A,MATH_355A_A_winter_2016-17,21,Katy Ott,0,winter,2016-17,0,0,1,0,0,0,0,1,0
Senior Thesis,MATH,458,MATH_458,MATH_458_PJ,MATH_458_PJ_winter_2016-17,1,Pallavi Jayawant,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Numerical Linear Algebra,MATH,495C,MATH_495C,MATH_495C_A,MATH_495C_A_winter_2016-17,12,Henry Boateng,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Chaotic Dynamical Systems,MATH,495D,MATH_495D,MATH_495D_A,MATH_495D_A_winter_2016-17,13,Chip Ross,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Classical Music in Western Culture,MUS,210,MUS_210,MUS_210_A,MUS_210_A_winter_2016-17,16,Christy Thomas,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Music Theory II,MUS,232,MUS_232,MUS_232_A,MUS_232_A_winter_2016-17,16,Gina Fatone,0,winter,2016-17,0,0,0,0,0,0,0,0,0
"Computers, Music, and the Arts",MUS,237,MUS_237,MUS_237_A,MUS_237_A_winter_2016-17,13,William Matthews,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Contemporary Popular Composition and Arranging,MUS,238,MUS_238,MUS_238_A,MUS_238_A_winter_2016-17,6,Larry Williams,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Banjo,MUS,270A,MUS_270A,MUS_270A_A,MUS_270A_A_winter_2016-17,2,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Sitar,MUS,270AA,MUS_270AA,MUS_270AA_A,MUS_270AA_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Bass,MUS,270B,MUS_270B,MUS_270B_A,MUS_270B_A_winter_2016-17,8,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Tabla,MUS,270BB,MUS_270BB,MUS_270BB_A,MUS_270BB_A_winter_2016-17,4,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Bassoon,MUS,270C,MUS_270C,MUS_270C_A,MUS_270C_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Trombone,MUS,270CC,MUS_270CC,MUS_270CC_A,MUS_270CC_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Cello,MUS,270D,MUS_270D,MUS_270D_A,MUS_270D_A_winter_2016-17,5,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Trumpet,MUS,270DD,MUS_270DD,MUS_270DD_A,MUS_270DD_A_winter_2016-17,4,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Bass Trombone,MUS,270E,MUS_270E,MUS_270E_A,MUS_270E_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Ukulele,MUS,270EE,MUS_270EE,MUS_270EE_A,MUS_270EE_A_winter_2016-17,9,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Clarinet,MUS,270F,MUS_270F,MUS_270F_A,MUS_270F_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Viola,MUS,270FF,MUS_270FF,MUS_270FF_A,MUS_270FF_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Hand Drums,MUS,270G,MUS_270G,MUS_270G_A,MUS_270G_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Violin,MUS,270GG,MUS_270GG,MUS_270GG_A,MUS_270GG_A_winter_2016-17,7,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Double Bass (Classical),MUS,270H,MUS_270H,MUS_270H_A,MUS_270H_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Classical),MUS,270HH,MUS_270HH,MUS_270HH_A,MUS_270HH_A_winter_2016-17,17,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Drum Set,MUS,270I,MUS_270I,MUS_270I_A,MUS_270I_A_winter_2016-17,12,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Voice (Jazz/Pop),MUS,270II,MUS_270II,MUS_270II_A,MUS_270II_A_winter_2016-17,14,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Euphonium,MUS,270J,MUS_270J,MUS_270J_A,MUS_270J_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Flute,MUS,270K,MUS_270K,MUS_270K_A,MUS_270K_A_winter_2016-17,2,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Fiddle,MUS,270L,MUS_270L,MUS_270L_A,MUS_270L_A_winter_2016-17,4,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: French Horn,MUS,270M,MUS_270M,MUS_270M_A,MUS_270M_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Mandolin,MUS,270N,MUS_270N,MUS_270N_A,MUS_270N_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Harpsichord,MUS,270P,MUS_270P,MUS_270P_A,MUS_270P_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Lute,MUS,270Q,MUS_270Q,MUS_270Q_A,MUS_270Q_A_winter_2016-17,0,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Classical),MUS,270R,MUS_270R,MUS_270R_A,MUS_270R_A_winter_2016-17,6,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Guitar (Jazz),MUS,270S,MUS_270S,MUS_270S_A,MUS_270S_A_winter_2016-17,7,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Middle Eastern Percussion,MUS,270T,MUS_270T,MUS_270T_A,MUS_270T_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Oboe,MUS,270U,MUS_270U,MUS_270U_A,MUS_270U_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Organ,MUS,270V,MUS_270V,MUS_270V_A,MUS_270V_A_winter_2016-17,1,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Oud,MUS,270W,MUS_270W,MUS_270W_A,MUS_270W_A_winter_2016-17,5,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Classical),MUS,270X,MUS_270X,MUS_270X_A,MUS_270X_A_winter_2016-17,48,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Piano (Jazz),MUS,270Y,MUS_270Y,MUS_270Y_A,MUS_270Y_A_winter_2016-17,10,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Applied Music: Saxophone,MUS,270Z,MUS_270Z,MUS_270Z_A,MUS_270Z_A_winter_2016-17,8,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
College Choir,MUS,290A,MUS_290A,MUS_290A_A,MUS_290A_A_winter_2016-17,16,John Corrie,0,winter,2016-17,0,0,0,0,0,0,0,0,1
American String Band Ensemble,MUS,290B,MUS_290B,MUS_290B_A,MUS_290B_A_winter_2016-17,10,Hiroya Miura,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Gamelan Ensemble,MUS,290C,MUS_290C,MUS_290C_A,MUS_290C_A_winter_2016-17,3,Gina Fatone,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Jazz Band and Jazz Combo,MUS,290D,MUS_290D,MUS_290D_A,MUS_290D_A_winter_2016-17,6,Larry Williams,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Orchestra,MUS,290E,MUS_290E,MUS_290E_A,MUS_290E_A_winter_2016-17,22,Hiroya Miura,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Steel Pan Orchestra,MUS,290F,MUS_290F,MUS_290F_A,MUS_290F_A_winter_2016-17,13,Hiroya Miura,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Brass Ensemble,MUS,290H,MUS_290H,MUS_290H_A,MUS_290H_A_winter_2016-17,6,Alan Carr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Music Visiting Artist Workshop,MUS,290I,MUS_290I,MUS_290I_A,MUS_290I_A_winter_2016-17,1,Hiroya Miura,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Music Theory IV,MUS,332,MUS_332,MUS_332_A,MUS_332_A_winter_2016-17,3,Janet Bourne,0,winter,2016-17,0,0,0,0,0,0,0,1,1
Junior-Senior Seminar in Ethnomusicology,MUS,398,MUS_398,MUS_398_A,MUS_398_A_winter_2016-17,2,Gina Fatone,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Senior Thesis,MUS,458,MUS_458,MUS_458_HM,MUS_458_HM_winter_2016-17,3,Hiroya Miura,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Opera and Gender,MUWS,256,MUWS_256,MUWS_256_A,MUWS_256_A_winter_2016-17,9,Christy Thomas,0,winter,2016-17,0,0,0,0,0,0,0,0,1
The Neuroscience of Morality,NRSC,130,NRSC_130,NRSC_130_A,NRSC_130_A_winter_2016-17,26,Laura Ligouri,0,winter,2016-17,1,0,0,0,0,0,0,0,1
IS:Research in Bioinformatics,NRSC,360,NRSC_360,NRSC_360_A,NRSC_360_A_winter_2016-17,1,Andrew Kennedy,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Senior Thesis in Neuroscience,NRSC,458,NRSC_458,NRSC_458_JC,NRSC_458_JC_winter_2016-17,1,Jason Castro,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Senior Thesis in Neuroscience,NRSC,458,NRSC_458,NRSC_458_NK,NRSC_458_NK_winter_2016-17,2,Nancy Koven,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Community Engaged Research,NRSC,459,NRSC_459,NRSC_459_NK,NRSC_459_NK_winter_2016-17,1,Nancy Koven,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Computational Neuro Seminar,NRSC,462,NRSC_462,NRSC_462_A,NRSC_462_A_winter_2016-17,11,Jason Castro,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Cognitive Neuroscience/Lab,NSPY,330,NSPY_330,NSPY_330_A,NSPY_330_A_winter_2016-17,34,Nancy Koven,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Biomedical Ethics,PHIL,213,PHIL_213,PHIL_213_A,PHIL_213_A_winter_2016-17,31,David Cummiskey,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Biomedical Ethics,PHIL,213,PHIL_213,PHIL_213_B,PHIL_213_B_winter_2016-17,28,David Cummiskey,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Biomedical Ethics,PHIL,213,PHIL_213,PHIL_213_C,PHIL_213_C_winter_2016-17,30,David Cummiskey,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Philosophy of Mind,PHIL,235,PHIL_235,PHIL_235_A,PHIL_235_A_winter_2016-17,32,Mark Okrent,0,winter,2016-17,0,0,0,0,0,0,0,0,0
"Human Nature, Politics& Morals",PHIL,255,PHIL_255,PHIL_255_B,PHIL_255_B_winter_2016-17,26,Paul Schofield,0,winter,2016-17,0,0,0,0,0,0,0,0,1
"Human Nature, Politics& Morals",PHIL,255,PHIL_255,PHIL_255_A,PHIL_255_A_winter_2016-17,30,Paul Schofield,0,winter,2016-17,0,0,0,0,0,0,0,0,1
The Metaphysics of Action,PHIL,323C,PHIL_323C,PHIL_323C_A,PHIL_323C_A_winter_2016-17,17,Paul Schofield,0,winter,2016-17,0,0,0,0,1,0,0,0,1
Kant,PHIL,351,PHIL_351,PHIL_351_A,PHIL_351_A_winter_2016-17,10,Mark Okrent,0,winter,2016-17,0,0,0,0,1,0,0,0,0
Senior Thesis,PHIL,458,PHIL_458,PHIL_458_DC,PHIL_458_DC_winter_2016-17,4,David Cummiskey,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Energy and Environment,PHYS,106,PHYS_106,PHYS_106_A,PHYS_106_A_winter_2016-17,48,John Smedley,0,winter,2016-17,1,0,1,0,0,0,0,0,0
Modern Physics/Lab,PHYS,108,PHYS_108,PHYS_108_A,PHYS_108_A_winter_2016-17,35,Blake Sturtevant,0,winter,2016-17,1,1,1,0,0,0,0,0,1
Modern Physics/Lab,PHYS,108,PHYS_108,PHYS_108_B,PHYS_108_B_winter_2016-17,62,Blake Sturtevant,0,winter,2016-17,1,1,1,0,0,0,0,0,1
"Electricity, Magnetism, and Waves",PHYS,222,PHYS_222,PHYS_222_A,PHYS_222_A_winter_2016-17,20,Hong Lin,0,winter,2016-17,1,0,1,0,0,0,0,0,0
Laboratory Physics I/Lab,PHYS,231,PHYS_231,PHYS_231_A,PHYS_231_A_winter_2016-17,13,Travis Gould,0,winter,2016-17,1,1,1,0,1,0,0,0,0
Mathematical Methods of Physics,PHYS,301,PHYS_301,PHYS_301_A,PHYS_301_A_winter_2016-17,16,Hong Lin,0,winter,2016-17,1,0,1,0,0,0,0,0,0
IS:Galaxy Spectroscopy in 3D,PHYS,360,PHYS_360,PHYS_360_C,PHYS_360_C_winter_2016-17,1,Aleks Diamond-Stanic,0,winter,2016-17,0,0,0,0,0,0,0,0,0
IS:Impacts & Mass Extinctions,PHYS,360,PHYS_360,PHYS_360_B,PHYS_360_B_winter_2016-17,1,Eric Wollman,0,winter,2016-17,0,0,0,0,0,0,0,0,0
IS:Comp. Fluid Dymamics,PHYS,360,PHYS_360,PHYS_360_A,PHYS_360_A_winter_2016-17,1,Jeffrey Oishi,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Quantum Theory,PHYS,409,PHYS_409,PHYS_409_A,PHYS_409_A_winter_2016-17,3,James Porter,0,winter,2016-17,1,0,1,0,0,0,0,0,1
Advanced Classical Mechanics,PHYS,412,PHYS_412,PHYS_412_A,PHYS_412_A_winter_2016-17,15,Jeffrey Oishi,0,winter,2016-17,1,0,1,0,0,0,0,0,0
Senior Thesis,PHYS,458,PHYS_458,PHYS_458_HL,PHYS_458_HL_winter_2016-17,3,Hong Lin,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Philosophy of Religion,PLRE,260,PLRE_260,PLRE_260_A,PLRE_260_A_winter_2016-17,32,Rohan Sud,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Moral Questions and Political Choice,PLTC,121,PLTC_121,PLTC_121_A,PLTC_121_A_winter_2016-17,40,Arlene MacLeod,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Government and Politics in Global Perspective,PLTC,122,PLTC_122,PLTC_122_A,PLTC_122_A_winter_2016-17,32,Jacob Longaker,0,winter,2016-17,0,0,0,0,0,0,0,0,1
States and Markets,PLTC,125,PLTC_125,PLTC_125_A,PLTC_125_A_winter_2016-17,37,Cody Eldredge,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Politics of Modern Middle East,PLTC,160,PLTC_160,PLTC_160_A,PLTC_160_A_winter_2016-17,39,Senem Aslan,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Politics of Modern Middle East,PLTC,160,PLTC_160,PLTC_160_B,PLTC_160_B_winter_2016-17,34,Senem Aslan,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Political Participation in the United States,PLTC,215,PLTC_215,PLTC_215_A,PLTC_215_A_winter_2016-17,31,John Baughman,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Statistics for Political Analysis,PLTC,218,PLTC_218,PLTC_218_A,PLTC_218_A_winter_2016-17,29,Cody Eldredge,0,winter,2016-17,0,0,1,0,0,0,0,0,1
International Security,PLTC,225,PLTC_225,PLTC_225_A,PLTC_225_A_winter_2016-17,30,Will d'Ambruoso,0,winter,2016-17,0,0,0,0,0,0,0,0,1
International Security,PLTC,225,PLTC_225,PLTC_225_B,PLTC_225_B_winter_2016-17,30,Will d'Ambruoso,0,winter,2016-17,0,0,0,0,0,0,0,0,1
The Global Politics of Climate Change,PLTC,236,PLTC_236,PLTC_236_A,PLTC_236_A_winter_2016-17,30,Jim Richter,0,winter,2016-17,0,0,0,0,0,0,0,0,0
"Reading Marx, Rethinking Marxisms",PLTC,295,PLTC_295,PLTC_295_A,PLTC_295_A_winter_2016-17,27,Ethan Miller,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Representation in Theory and Practice,PLTC,328,PLTC_328,PLTC_328_A,PLTC_328_A_winter_2016-17,10,John Baughman,0,winter,2016-17,0,0,0,0,1,0,0,0,0
Explaining Wartime Violence,PLTC,336,PLTC_336,PLTC_336_A,PLTC_336_A_winter_2016-17,16,Will d'Ambruoso,0,winter,2016-17,0,0,0,0,1,0,0,0,1
Politics and Power in (South) Africa,PLTC,340,PLTC_340,PLTC_340_A,PLTC_340_A_winter_2016-17,6,Leslie Hill,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Experiences in Policy Process,PLTC,377,PLTC_377,PLTC_377_A,PLTC_377_A_winter_2016-17,6,Jacob Longaker,0,winter,2016-17,0,0,0,0,1,0,1,0,1
Contemporary Liberalism and Democratic Action,PLTC,394,PLTC_394,PLTC_394_A,PLTC_394_A_winter_2016-17,6,Ben Moodie,0,winter,2016-17,0,0,0,0,1,0,0,0,1
Senior Thesis,PLTC,458,PLTC_458,PLTC_458_SE,PLTC_458_SE_winter_2016-17,5,Steve Engel,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Philosophy and Feminism,PLWS,262,PLWS_262,PLWS_262_A,PLWS_262_A_winter_2016-17,30,Susan Stark,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Principles of Psychology,PSYC,101,PSYC_101,PSYC_101_A,PSYC_101_A_winter_2016-17,42,Kathy Mathis,0,winter,2016-17,0,0,0,0,0,0,0,1,1
Principles of Psychology,PSYC,101,PSYC_101,PSYC_101_B,PSYC_101_B_winter_2016-17,60,Todd Kahan,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Medical Psychology,PSYC,215,PSYC_215,PSYC_215_A,PSYC_215_A_winter_2016-17,48,Kate White,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Statistics,PSYC,218,PSYC_218,PSYC_218_B,PSYC_218_B_winter_2016-17,28,Amy Douglass,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Statistics,PSYC,218,PSYC_218,PSYC_218_A,PSYC_218_A_winter_2016-17,24,Helen Boucher,0,winter,2016-17,0,0,1,0,0,0,0,0,0
Abnormal Psychology,PSYC,235,PSYC_235,PSYC_235_A,PSYC_235_A_winter_2016-17,50,Kate White,0,winter,2016-17,0,0,0,0,0,0,0,1,1
Research Methods,PSYC,261,PSYC_261,PSYC_261_A,PSYC_261_A_winter_2016-17,10,Michael Sargent,0,winter,2016-17,0,0,0,0,1,0,0,0,0
Sensation and Perception,PSYC,302,PSYC_302,PSYC_302_A,PSYC_302_A_winter_2016-17,20,Todd Kahan,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Animal Learning,PSYC,305,PSYC_305,PSYC_305_A,PSYC_305_A_winter_2016-17,19,Jason Castro,0,winter,2016-17,0,0,0,0,0,0,0,0,0
History of Psychology,PSYC,314,PSYC_314,PSYC_314_A,PSYC_314_A_winter_2016-17,18,Georgia Nigro,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Psychology and Law,PSYC,317,PSYC_317,PSYC_317_A,PSYC_317_A_winter_2016-17,20,Amy Douglass,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Advanced Topics in Developmental Psychology,PSYC,341,PSYC_341,PSYC_341_A,PSYC_341_A_winter_2016-17,16,Rebecca Fraser-Thill,0,winter,2016-17,0,0,0,0,0,0,0,1,0
Personality Disorders,PSYC,347,PSYC_347,PSYC_347_A,PSYC_347_A_winter_2016-17,16,Sara Masland,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Senior Thesis/Empirical Research,PSYC,458A,PSYC_458A,PSYC_458A_AD,PSYC_458A_AD_winter_2016-17,2,Amy Douglass,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Senior Thesis/Community-Based Research,PSYC,458B,PSYC_458B,PSYC_458B_GN,PSYC_458B_GN_winter_2016-17,2,Georgia Nigro,0,winter,2016-17,0,0,0,0,0,1,1,0,0
Senior Thesis/Theoretical Review and Integration,PSYC,458C,PSYC_458C,PSYC_458C_TK,PSYC_458C_TK_winter_2016-17,1,Todd Kahan,0,winter,2016-17,0,0,0,0,0,1,0,0,0
Constitutional Law II: Rights and Identities,PTWS,282,PTWS_282,PTWS_282_A,PTWS_282_A_winter_2016-17,38,Steve Engel,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Freedom in an Age of Constraints,PTWS,292,PTWS_292,PTWS_292_A,PTWS_292_A_winter_2016-17,24,Nina Hagel,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Social Psychology,PYSO,210,PYSO_210,PYSO_210_A,PYSO_210_A_winter_2016-17,48,Michael Sargent,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Death and Afterlife: Bodies and Souls in Comparative Perspective,REL,110,REL_110,REL_110_A,REL_110_A_winter_2016-17,33,Alison Melnick,0,winter,2016-17,0,0,0,0,0,0,1,0,0
"Islam, Christianity, and Judaism of the Middle East: Texts, Institutions, and Law",REL,120,REL_120,REL_120_A,REL_120_A_winter_2016-17,32,Ali Akhtar,0,winter,2016-17,0,0,0,0,0,0,0,1,0
"Religion, Violence, and Nonviolence",REL,133,REL_133,REL_133_A,REL_133_A_winter_2016-17,28,Cynthia Baker,0,winter,2016-17,0,0,0,0,0,0,0,1,0
City upon the Hill,REL,247,REL_247,REL_247_A,REL_247_A_winter_2016-17,35,Marcus Bruce,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Religion and American Visual Culture,REL,270,REL_270,REL_270_A,REL_270_A_winter_2016-17,32,Marcus Bruce,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Senior Thesis,REL,458,REL_458,REL_458_CB,REL_458_CB_winter_2016-17,1,Cynthia Baker,0,winter,2016-17,0,0,0,0,0,1,0,0,0
"Eve, Adam, and the Serpent",REWS,207,REWS_207,REWS_207_A,REWS_207_A_winter_2016-17,24,Cynthia Baker,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Elementary Russian II,RUSS,102,RUSS_102,RUSS_102_A,RUSS_102_A_winter_2016-17,5,Dennis Browne,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Intermediate Russian II,RUSS,202,RUSS_202,RUSS_202_A,RUSS_202_A_winter_2016-17,4,Dennis Browne,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Advanced Russian II,RUSS,302,RUSS_302,RUSS_302_A,RUSS_302_A_winter_2016-17,4,Dennis Browne,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Contemporary Russian I,RUSS,401,RUSS_401,RUSS_401_A,RUSS_401_A_winter_2016-17,5,Dennis Browne,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Principles of Sociology,SOC,101,SOC_101,SOC_101_A,SOC_101_A_winter_2016-17,39,Mike Rocque,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Macrosociology: Institutions and Structures,SOC,103,SOC_103,SOC_103_A,SOC_103_A_winter_2016-17,33,Ben Moodie,0,winter,2016-17,0,0,0,0,0,0,0,0,1
Theoretical Foundations of Sociology,SOC,204,SOC_204,SOC_204_A,SOC_204_A_winter_2016-17,24,Francesco Duina,0,winter,2016-17,0,0,0,0,0,0,0,0,0
Research Methods for Sociology,SOC,205,SOC_205,SOC_205_A,SOC_205_A_winter_2016-17,24,Emily Kane,0,winter,2016-17,0,0,0,0,0,0,0,0,0
"Crime, Justice, and Society",SOC,211,SOC_211,SOC_211_A,SOC_211_A_winter_2016-17,26,Mike Rocque,0,winter,2016-17,0,0,0,0,0,0,1,0,0
Medicine and the People's Health: Social Movements for Health Justice,SOC,239,SOC_239,SOC_239_A,SOC_239_A_winter_2016-17,28,Bridget Harr,0,winter,2016-17,0,0,0,0,0,0,0,0,1
